Latitude,Longitude,Mean Correlation,min_distance_to_line_km,avg_capacity_factor,avg_solar_radiation,score_km,score_wind_correlation,score_wind_capacity,score_solar_radiation
-29.75,147.25,0.0877009219326455,30.2,0.2826951,466.0868,77,26,34,62
-29.75,147.5,0.091968885005363,32.4,0.27309844,465.1415,77,25,32,63
-29.75,147.75,0.0896067969634064,27.4,0.27491778,465.72592,79,26,32,62
-29.75,148.0,0.0890375936359521,11.1,0.26631418,465.61646,89,26,30,62
-29.75,148.25,0.0880253216137394,12.5,0.26328897,464.4834,88,26,30,63
-29.75,148.5,0.0838648018344039,28.9,0.27172077,463.2892,78,28,32,64
-29.75,148.75,0.0788320676307194,7.3,0.2766502,462.1171,92,30,33,65
-29.75,149.0,0.0785791035571221,7.2,0.25901267,461.04108,92,30,28,66
-29.75,149.25,0.0743993959567021,24.8,0.24616073,459.7862,80,32,25,67
-29.75,149.5,0.0654603334343326,13.9,0.24816675,459.47784,87,37,26,67
-29.75,149.75,0.0627117259749433,4.4,0.24935852,459.25098,95,39,26,67
-29.75,150.0,0.0725381045325082,19.3,0.21380828,458.86682,83,33,20,68
-29.75,150.25,0.0906061841441052,15.9,0.1393568,458.09512,85,25,8,68
-29.75,150.5,0.0921939963217785,3.5,0.12572163,456.34824,96,25,6,69
-29.75,150.75,0.0954850089558888,4.3,0.13724133,454.94083,95,24,8,71
-29.75,151.0,0.0845482964384635,0.0,0.14881575,454.76273,100,28,10,71
-29.75,151.25,0.0624184975589049,3.8,0.17524114,454.5272,96,39,14,71
-29.75,151.5,0.0884605114215186,2.3,0.20512229,451.99353,97,26,18,73
-29.75,151.75,0.1502012425235339,3.6,0.19255103,444.8666,96,18,17,77
-29.75,152.0,0.1598214829118833,19.3,0.109820925,434.84344,83,18,4,82
-29.75,152.25,0.1370328235129515,43.2,0.045843273,424.26736,72,19,1,86
-29.75,152.5,0.103684150446428,29.5,0.033254035,415.94836,78,22,1,89
-29.75,152.75,0.0760712022837694,10.2,0.04951809,411.53714,90,31,1,91
-29.75,153.0,0.0605132354057527,4.5,0.09994612,411.579,95,40,3,91
-29.75,153.25,0.0471499387939859,24.6,0.22860707,414.21402,80,55,22,90
-30.0,115.0,0.0144099196518904,31.8,0.41213292,455.45724,77,89,86,70
-30.0,115.25,0.0087903004871415,8.1,0.3665073,456.6215,91,93,74,69
-30.0,115.5,0.0012463997172225,7.0,0.35387433,455.73355,92,99,69,70
-30.0,115.75,-0.0031006549030453,23.8,0.35443544,455.838,81,98,69,70
-30.0,116.0,-0.0048681076660397,0.0,0.34025177,458.357,100,96,63,68
-30.0,116.25,-0.0017908719201971,23.8,0.34797865,461.51462,81,99,67,66
-30.0,116.5,-0.0007765628774428,47.6,0.35893533,462.31818,71,100,71,65
-30.0,116.75,-0.0010427621991506,71.4,0.3660298,463.2043,64,100,73,64
-30.0,117.0,0.0008775124104604,94.0,0.36760372,463.61624,59,100,74,64
-30.0,117.25,-0.0017702957615256,102.5,0.3833235,463.97183,57,99,78,64
-30.0,117.5,-0.0055486607409658,115.4,0.41006145,463.93356,54,96,85,64
-30.0,117.75,-0.0041815695219806,131.5,0.42514735,462.4677,50,97,89,65
-30.0,118.0,0.0044899149797856,149.7,0.3972747,461.60986,47,97,82,65
-30.0,118.25,0.0150805405163694,159.8,0.36630863,460.9442,45,88,74,66
-30.0,118.5,0.0189559667775895,153.0,0.35453472,460.22397,46,84,69,67
-30.0,118.75,0.0182325689898182,143.2,0.3857423,461.17825,48,85,79,66
-30.0,119.0,0.0197065339179798,136.8,0.42264917,460.44186,49,83,88,66
-30.0,119.25,0.0213096410169133,134.4,0.4282933,459.88257,50,82,90,67
-30.0,119.5,0.0277194526722832,135.5,0.41556814,459.8431,49,76,87,67
-30.0,119.75,0.0326753179060428,138.1,0.40825114,460.6736,49,71,85,66
-30.0,120.0,0.0329230126747418,132.4,0.39616993,458.9523,50,71,82,67
-30.0,120.25,0.0333763296837874,112.1,0.4099064,459.20245,54,71,85,67
-30.0,120.5,0.0358177992199281,92.9,0.42073676,458.417,59,68,88,68
-30.0,120.75,0.0406335551823888,76.3,0.40618232,457.72195,63,63,84,68
-30.0,121.0,0.0398087831457988,64.5,0.395064,458.3495,66,64,81,68
-30.0,121.25,0.0326489709406381,60.2,0.40915295,457.7661,67,71,85,68
-30.0,121.5,0.0390849366682925,65.0,0.40299177,456.68143,66,65,83,69
-30.0,121.75,0.0434340187880609,77.1,0.38672632,455.96375,63,59,79,70
-30.0,122.0,0.043235451506362,93.9,0.362702,454.2664,59,59,72,71
-30.0,122.25,0.0360487374565785,108.7,0.35445648,452.78992,55,68,69,72
-30.0,122.5,0.0234656551498032,125.5,0.35980263,451.65985,52,80,71,73
-30.0,122.75,0.0191703130646298,144.3,0.36511925,450.32187,47,84,73,74
-30.0,123.0,0.0194683862096142,164.3,0.35119194,448.5529,44,84,68,75
-30.0,123.25,0.0274289504026195,185.2,0.34164476,448.43472,40,76,64,75
-30.0,123.5,0.03502023024928,206.8,0.34026077,449.3858,37,69,64,75
-30.0,123.75,0.0356540730755244,228.8,0.35003147,448.317,33,68,68,75
-30.0,124.0,0.0347494456384863,251.1,0.38121665,448.31567,30,69,78,75
-30.0,124.25,0.0362769340164959,273.6,0.36972544,447.3816,27,68,75,76
-30.0,124.5,0.0417897793286967,296.4,0.3392722,446.76273,24,61,63,76
-30.0,124.75,0.0428011866796406,318.8,0.3147961,446.4964,21,60,49,76
-30.0,125.0,0.0395060039701915,339.8,0.2941928,445.86655,19,64,38,77
