Latitude,Longitude,min_distance_nature_land_km
-30.25,125.25,59.9
-30.25,125.5,60.4
-30.25,125.75,67.8
-30.25,126.0,81.7
-30.25,126.25,90.6
-30.25,126.5,79.0
-30.25,126.75,57.1
-30.25,127.0,33.3
-30.25,127.25,9.5
-30.25,127.5,0.0
-30.25,127.75,0.0
-30.25,128.0,0.0
-30.25,128.25,0.0
-30.25,128.5,0.0
-30.25,128.75,0.0
-30.25,129.0,0.0
-30.25,129.25,9.5
-30.25,129.5,9.5
-30.25,129.75,25.4
-30.25,130.0,45.4
-30.25,130.25,42.4
-30.25,130.5,39.2
-30.25,130.75,36.0
-30.25,131.0,32.8
-30.25,131.25,29.4
-30.25,131.5,26.1
-30.25,131.75,24.3
-30.25,132.0,24.7
-30.25,132.25,27.9
-30.25,132.5,26.9
-30.25,132.75,31.5
-30.25,133.0,35.6
-30.25,133.25,32.6
-30.25,133.5,33.9
-30.25,133.75,37.6
-30.25,134.0,46.8
-30.25,134.25,63.3
-30.25,134.5,64.4
-30.25,134.75,71.5
-30.25,135.0,82.6
-30.25,135.25,83.9
-30.25,135.5,85.2
-30.25,135.75,92.1
-30.25,136.0,104.0
-30.25,136.25,87.9
-30.25,136.5,64.1
-30.25,136.75,40.4
-30.25,137.0,17.1
-30.25,137.25,0.0
-30.25,137.5,7.6
-30.25,137.75,21.3
-30.25,138.0,33.3
-30.25,138.25,49.1
-30.25,138.5,47.6
-30.25,138.75,27.0
-30.25,139.0,13.7
-30.25,139.25,2.3
-30.25,139.5,19.0
-30.25,139.75,17.0
-30.25,140.0,3.8
-30.25,140.25,24.6
-30.25,140.5,46.0
-30.25,140.75,68.8
-30.25,141.0,86.2
-30.25,141.25,101.4
-30.25,141.5,101.9
-30.25,141.75,91.3
-30.25,142.0,85.1
-30.25,142.25,77.1
-30.25,142.5,70.2
-30.25,142.75,70.9
-30.25,143.0,79.0
-30.25,143.25,73.6
-30.25,143.5,55.1
-30.25,143.75,39.2
-30.25,144.0,29.2
-30.25,144.25,28.1
-30.25,144.5,30.5
-30.25,144.75,46.1
-30.25,145.0,60.3
-30.25,145.25,41.1
-30.25,145.5,25.8
-30.25,145.75,13.4
-30.25,146.0,20.3
-30.25,146.25,39.4
-30.25,146.5,61.2
-30.25,146.75,84.1
-30.25,147.0,64.8
-30.25,147.25,49.4
-30.25,147.5,42.3
-30.25,147.75,44.5
-30.25,148.0,57.4
-30.25,148.25,75.8
-30.25,148.5,80.2
-30.25,148.75,58.2
-30.25,149.0,38.4
-30.25,149.25,26.4
-30.25,149.5,7.7
-30.25,149.75,17.7
-30.25,150.0,0.1
-30.25,150.25,0.9
-30.25,150.5,24.5
-30.25,150.75,12.3
-30.25,151.0,9.5
-30.25,151.25,2.4
-30.25,151.5,9.0
-30.25,151.75,15.8
-30.25,152.0,12.7
-30.25,152.25,0.0
-30.25,152.5,5.7
-30.25,152.75,0.0
-30.25,153.0,2.9
-30.25,153.25,9.5
-30.5,114.75,30.1
-30.5,115.0,7.1
-30.5,115.25,5.9
-30.5,115.5,2.0
-30.5,115.75,12.3
-30.5,116.0,14.5
-30.5,116.25,28.5
-30.5,116.5,17.9
-30.5,116.75,4.4
-30.5,117.0,27.7
-30.5,117.25,23.6
-30.5,117.5,1.4
-30.5,117.75,9.1
-30.5,118.0,12.2
-30.5,118.25,17.9
-30.5,118.5,5.7
-30.5,118.75,4.1
-30.5,119.0,18.5
-30.5,119.25,25.2
-30.5,119.5,1.4
-30.5,119.75,0.0
-30.5,120.0,19.2
-30.5,120.25,33.9
-30.5,120.5,31.1
-30.5,120.75,9.3
-30.5,121.0,13.8
-30.5,121.25,36.6
-30.5,121.5,21.9
-30.5,121.75,0.0
-30.5,122.0,13.3
-30.5,122.25,37.0
-30.5,122.5,34.8
-30.5,122.75,31.7
-30.5,123.0,12.9
-30.5,123.25,0.0
-30.5,123.5,0.0
-30.5,123.75,0.0
-30.5,124.0,9.3
-30.5,124.25,33.0
-30.5,124.5,56.8
-30.5,124.75,80.5
-30.5,125.0,87.9
-30.5,125.25,87.9
-30.5,125.5,88.3
-30.5,125.75,93.5
-30.5,126.0,104.0
-30.5,126.25,106.8
-30.5,126.5,83.7
-30.5,126.75,61.1
-30.5,127.0,39.8
-30.5,127.25,23.8
-30.5,127.5,21.7
-30.5,127.75,21.6
-30.5,128.0,21.5
-30.5,128.25,21.5
-30.5,128.5,21.6
-30.5,128.75,21.7
-30.5,129.0,21.8
-30.5,129.25,26.5
-30.5,129.5,23.6
-30.5,129.75,20.6
-30.5,130.0,17.6
-30.5,130.25,14.6
-30.5,130.5,11.5
-30.5,130.75,8.2
-30.5,131.0,5.0
-30.5,131.25,1.7
-30.5,131.5,0.0
-30.5,131.75,0.0
-30.5,132.0,0.0
-30.5,132.25,0.8
-30.5,132.5,0.0
-30.5,132.75,5.0
-30.5,133.0,8.0
-30.5,133.25,4.6
-30.5,133.5,5.9
-30.5,133.75,10.7
-30.5,134.0,29.0
-30.5,134.25,35.4
-30.5,134.5,37.1
-30.5,134.75,46.3
-30.5,135.0,59.4
-30.5,135.25,55.9
-30.5,135.5,57.8
-30.5,135.75,67.4
-30.5,136.0,79.8
-30.5,136.25,83.4
-30.5,136.5,69.8
-30.5,136.75,48.6
-30.5,137.0,28.9
-30.5,137.25,6.3
-30.5,137.5,0.0
-30.5,137.75,0.0
-30.5,138.0,14.0
-30.5,138.25,31.1
-30.5,138.5,41.7
-30.5,138.75,18.1
-30.5,139.0,0.0
-30.5,139.25,0.0
-30.5,139.5,8.1
-30.5,139.75,2.6
-30.5,140.0,0.0
-30.5,140.25,18.1
-30.5,140.5,41.6
-30.5,140.75,65.3
-30.5,141.0,89.0
-30.5,141.25,112.7
-30.5,141.5,97.4
-30.5,141.75,82.8
-30.5,142.0,68.7
-30.5,142.25,53.3
-30.5,142.5,42.6
-30.5,142.75,43.7
-30.5,143.0,56.0
-30.5,143.25,70.8
-30.5,143.5,75.9
-30.5,143.75,62.9
-30.5,144.0,57.1
-30.5,144.25,55.8
-30.5,144.5,57.1
-30.5,144.75,66.7
-30.5,145.0,52.7
-30.5,145.25,28.9
-30.5,145.5,5.3
-30.5,145.75,0.0
-30.5,146.0,13.4
-30.5,146.25,35.2
-30.5,146.5,58.5
-30.5,146.75,73.4
-30.5,147.0,50.4
-30.5,147.25,28.9
-30.5,147.5,14.5
-30.5,147.75,20.8
-30.5,148.0,41.3
-30.5,148.25,63.7
-30.5,148.5,75.7
-30.5,148.75,52.0
-30.5,149.0,28.2
-30.5,149.25,4.5
-30.5,149.5,11.7
-30.5,149.75,25.9
-30.5,150.0,17.9
-30.5,150.25,11.4
-30.5,150.5,28.1
-30.5,150.75,11.2
-30.5,151.0,3.7
-30.5,151.25,23.5
-30.5,151.5,8.2
-30.5,151.75,9.3
-30.5,152.0,3.7
-30.5,152.25,0.9
-30.5,152.5,0.0
-30.5,152.75,3.0
-30.5,153.0,7.7
-30.5,153.25,18.0
-30.75,115.0,15.1
-30.75,115.25,0.0
-30.75,115.5,4.6
-30.75,115.75,20.8
-30.75,116.0,30.5
-30.75,116.25,27.5
-30.75,116.5,4.2
-30.75,116.75,7.0
-30.75,117.0,10.8
-30.75,117.25,16.2
-30.75,117.5,21.0
-30.75,117.75,20.2
-30.75,118.0,13.3
-30.75,118.25,5.3
-30.75,118.5,4.9
-30.75,118.75,6.4
-30.75,119.0,8.3
-30.75,119.25,5.6
-30.75,119.5,11.7
-30.75,119.75,28.0
-30.75,120.0,33.9
-30.75,120.25,42.8
-30.75,120.5,34.3
-30.75,120.75,32.6
-30.75,121.0,25.3
-30.75,121.25,11.9
-30.75,121.5,9.2
-30.75,121.75,14.0
-30.75,122.0,24.7
-30.75,122.25,30.7
-30.75,122.5,8.9
-30.75,122.75,8.9
-30.75,123.0,7.9
-30.75,123.25,21.3
-30.75,123.5,21.3
-30.75,123.75,21.3
-30.75,124.0,23.2
-30.75,124.25,39.2
-30.75,124.5,60.5
-30.75,124.75,83.2
-30.75,125.0,106.2
-30.75,125.25,115.9
-30.75,125.5,116.2
-30.75,125.75,120.2
-30.75,126.0,128.5
-30.75,126.25,115.7
-30.75,126.5,94.8
-30.75,126.75,75.7
-30.75,127.0,59.9
-30.75,127.25,50.7
-30.75,127.5,49.7
-30.75,127.75,49.6
-30.75,128.0,49.5
-30.75,128.25,49.5
-30.75,128.5,47.5
-30.75,128.75,23.9
-30.75,129.0,1.5
-30.75,129.25,0.0
-30.75,129.5,0.0
-30.75,129.75,0.0
-30.75,130.0,0.0
-30.75,130.25,0.0
-30.75,130.5,0.0
-30.75,130.75,0.0
-30.75,131.0,0.0
-30.75,131.25,0.0
-30.75,131.5,0.0
-30.75,131.75,0.0
-30.75,132.0,0.0
-30.75,132.25,0.0
-30.75,132.5,0.0
-30.75,132.75,0.0
-30.75,133.0,0.0
-30.75,133.25,0.0
-30.75,133.5,0.0
-30.75,133.75,3.4
-30.75,134.0,7.6
-30.75,134.25,7.4
-30.75,134.5,10.7
-30.75,134.75,22.8
-30.75,135.0,36.9
-30.75,135.25,28.0
-30.75,135.5,31.3
-30.75,135.75,43.9
-30.75,136.0,51.9
-30.75,136.25,56.2
-30.75,136.5,66.9
-30.75,136.75,56.7
-30.75,137.0,34.1
-30.75,137.25,15.2
-30.75,137.5,1.1
-30.75,137.75,0.0
-30.75,138.0,4.0
-30.75,138.25,9.5
-30.75,138.5,33.1
-30.75,138.75,27.5
-30.75,139.0,14.4
-30.75,139.25,14.4
-30.75,139.5,4.9
-30.75,139.75,0.0
-30.75,140.0,0.0
-30.75,140.25,22.8
-30.75,140.5,46.5
-30.75,140.75,70.2
-30.75,141.0,93.8
-30.75,141.25,100.4
-30.75,141.5,79.6
-30.75,141.75,60.8
-30.75,142.0,46.7
-30.75,142.25,32.4
-30.75,142.5,16.6
-30.75,142.75,19.4
-30.75,143.0,34.2
-30.75,143.25,53.8
-30.75,143.5,75.8
-30.75,143.75,89.1
-30.75,144.0,84.9
-30.75,144.25,83.7
-30.75,144.5,84.6
-30.75,144.75,79.3
-30.75,145.0,59.0
-30.75,145.25,36.7
-30.75,145.5,15.8
-30.75,145.75,13.5
-30.75,146.0,28.7
-30.75,146.25,45.6
-30.75,146.5,66.8
-30.75,146.75,70.8
-30.75,147.0,47.2
-30.75,147.25,23.8
-30.75,147.5,1.7
-30.75,147.75,15.0
-30.75,148.0,38.4
-30.75,148.25,61.9
-30.75,148.5,66.5
-30.75,148.75,50.3
-30.75,149.0,26.9
-30.75,149.25,4.3
-30.75,149.5,8.6
-30.75,149.75,7.8
-30.75,150.0,25.2
-30.75,150.25,27.2
-30.75,150.5,12.5
-30.75,150.75,24.3
-30.75,151.0,0.8
-30.75,151.25,19.0
-30.75,151.5,15.1
-30.75,151.75,5.2
-30.75,152.0,1.3
-30.75,152.25,5.1
-30.75,152.5,1.7
-30.75,152.75,2.2
-30.75,153.0,14.5
-30.75,153.25,22.6
-31.0,115.0,27.8
-31.0,115.25,6.5
-31.0,115.5,1.3
-31.0,115.75,4.5
-31.0,116.0,12.1
-31.0,116.25,33.3
-31.0,116.5,20.3
-31.0,116.75,15.8
-31.0,117.0,12.5
-31.0,117.25,15.0
-31.0,117.5,8.5
-31.0,117.75,14.0
-31.0,118.0,14.7
-31.0,118.25,0.6
-31.0,118.5,10.9
-31.0,118.75,5.2
-31.0,119.0,7.1
-31.0,119.25,13.4
-31.0,119.5,14.2
-31.0,119.75,11.6
-31.0,120.0,21.5
-31.0,120.25,17.4
-31.0,120.5,9.6
-31.0,120.75,9.7
-31.0,121.0,1.6
-31.0,121.25,8.7
-31.0,121.5,15.2
-31.0,121.75,20.4
-31.0,122.0,38.4
-31.0,122.25,33.0
-31.0,122.5,15.2
-31.0,122.75,13.4
-31.0,123.0,0.0
-31.0,123.25,18.2
-31.0,123.5,41.8
-31.0,123.75,49.3
-31.0,124.0,50.2
-31.0,124.25,59.3
-31.0,124.5,75.1
-31.0,124.75,94.2
-31.0,125.0,115.1
-31.0,125.25,118.4
-31.0,125.5,109.4
-31.0,125.75,105.1
-31.0,126.0,104.8
-31.0,126.25,107.2
-31.0,126.5,112.0
-31.0,126.75,96.4
-31.0,127.0,84.6
-31.0,127.25,78.4
-31.0,127.5,77.7
-31.0,127.75,77.6
-31.0,128.0,77.5
-31.0,128.25,71.0
-31.0,128.5,47.4
-31.0,128.75,23.8
-31.0,129.0,0.1
-31.0,129.25,0.0
-31.0,129.5,0.0
-31.0,129.75,0.0
-31.0,130.0,0.0
-31.0,130.25,0.0
-31.0,130.5,0.0
-31.0,130.75,0.0
-31.0,131.0,0.0
-31.0,131.25,0.0
-31.0,131.5,0.0
-31.0,131.75,0.0
-31.0,132.0,0.0
-31.0,132.25,0.0
-31.0,132.5,0.0
-31.0,132.75,0.0
-31.0,133.0,0.0
-31.0,133.25,0.0
-31.0,133.5,0.0
-31.0,133.75,0.0
-31.0,134.0,0.0
-31.0,134.25,0.0
-31.0,134.5,0.0
-31.0,134.75,11.8
-31.0,135.0,17.7
-31.0,135.25,0.2
-31.0,135.5,8.4
-31.0,135.75,22.9
-31.0,136.0,24.4
-31.0,136.25,30.5
-31.0,136.5,47.1
-31.0,136.75,67.0
-31.0,137.0,44.1
-31.0,137.25,22.4
-31.0,137.5,11.3
-31.0,137.75,0.0
-31.0,138.0,0.0
-31.0,138.25,19.2
-31.0,138.5,28.0
-31.0,138.75,26.0
-31.0,139.0,26.3
-31.0,139.25,26.6
-31.0,139.5,8.7
-31.0,139.75,0.0
-31.0,140.0,6.5
-31.0,140.25,28.1
-31.0,140.5,51.1
-31.0,140.75,73.8
-31.0,141.0,96.9
-31.0,141.25,92.1
-31.0,141.5,68.9
-31.0,141.75,46.0
-31.0,142.0,24.6
-31.0,142.25,12.3
-31.0,142.5,0.5
-31.0,142.75,1.0
-31.0,143.0,24.6
-31.0,143.25,48.2
-31.0,143.5,71.9
-31.0,143.75,95.5
-31.0,144.0,112.7
-31.0,144.25,103.6
-31.0,144.5,81.5
-31.0,144.75,60.6
-31.0,145.0,42.6
-31.0,145.25,31.6
-31.0,145.5,35.8
-31.0,145.75,38.8
-31.0,146.0,49.7
-31.0,146.25,65.1
-31.0,146.5,81.4
-31.0,146.75,68.9
-31.0,147.0,45.3
-31.0,147.25,21.8
-31.0,147.5,0.0
-31.0,147.75,18.3
-31.0,148.0,41.5
-31.0,148.25,65.0
-31.0,148.5,47.4
-31.0,148.75,29.9
-31.0,149.0,21.3
-31.0,149.25,0.0
-31.0,149.5,3.4
-31.0,149.75,9.3
-31.0,150.0,27.6
-31.0,150.25,25.4
-31.0,150.5,10.1
-31.0,150.75,23.6
-31.0,151.0,19.9
-31.0,151.25,27.7
-31.0,151.5,25.1
-31.0,151.75,5.1
-31.0,152.0,0.0
-31.0,152.25,0.0
-31.0,152.5,0.0
-31.0,152.75,0.5
-31.0,153.0,1.9
-31.0,153.25,17.7
-31.25,115.25,27.5
-31.25,115.5,12.7
-31.25,115.75,6.8
-31.25,116.0,2.1
-31.25,116.25,15.2
-31.25,116.5,10.4
-31.25,116.75,32.0
-31.25,117.0,38.2
-31.25,117.25,35.3
-31.25,117.5,27.1
-31.25,117.75,13.3
-31.25,118.0,8.6
-31.25,118.25,6.0
-31.25,118.5,10.3
-31.25,118.75,0.7
-31.25,119.0,19.7
-31.25,119.25,9.4
-31.25,119.5,10.4
-31.25,119.75,3.4
-31.25,120.0,0.6
-31.25,120.25,0.0
-31.25,120.5,0.1
-31.25,120.75,0.1
-31.25,121.0,0.0
-31.25,121.25,6.7
-31.25,121.5,5.7
-31.25,121.75,12.8
-31.25,122.0,36.3
-31.25,122.25,51.5
-31.25,122.5,42.3
-31.25,122.75,30.8
-31.25,123.0,26.3
-31.25,123.25,31.9
-31.25,123.5,49.3
-31.25,123.75,70.4
-31.25,124.0,77.8
-31.25,124.25,84.0
-31.25,124.5,95.8
-31.25,124.75,111.4
-31.25,125.0,109.8
-31.25,125.25,94.5
-31.25,125.5,83.0
-31.25,125.75,77.2
-31.25,126.0,76.8
-31.25,126.25,80.0
-31.25,126.5,84.8
-31.25,126.75,92.1
-31.25,127.0,104.3
-31.25,127.25,102.7
-31.25,127.5,99.4
-31.25,127.75,101.5
-31.25,128.0,94.4
-31.25,128.25,70.9
-31.25,128.5,47.3
-31.25,128.75,23.7
-31.25,129.0,0.1
-31.25,129.25,0.0
-31.25,129.5,0.0
-31.25,129.75,0.0
-31.25,130.0,0.0
-31.25,130.25,0.0
-31.25,130.5,0.0
-31.25,130.75,0.0
-31.25,131.0,0.0
-31.25,131.25,0.0
-31.25,131.5,0.0
-31.25,131.75,0.0
-31.25,132.0,0.0
-31.25,132.25,0.0
-31.25,132.5,0.0
-31.25,132.75,0.0
-31.25,133.0,0.0
-31.25,133.25,0.0
-31.25,133.5,0.0
-31.25,133.75,0.0
-31.25,134.0,0.0
-31.25,134.25,0.0
-31.25,134.5,0.0
-31.25,134.75,6.5
-31.25,135.0,6.6
-31.25,135.25,9.3
-31.25,135.5,0.0
-31.25,135.75,0.0
-31.25,136.0,0.0
-31.25,136.25,14.6
-31.25,136.5,38.0
-31.25,136.75,61.6
-31.25,137.0,44.4
-31.25,137.25,23.3
-31.25,137.5,9.9
-31.25,137.75,0.0
-31.25,138.0,0.0
-31.25,138.25,12.5
-31.25,138.5,0.0
-31.25,138.75,0.0
-31.25,139.0,7.2
-31.25,139.25,30.3
-31.25,139.5,27.3
-31.25,139.75,13.2
-31.25,140.0,20.6
-31.25,140.25,40.5
-31.25,140.5,61.0
-31.25,140.75,82.1
-31.25,141.0,104.0
-31.25,141.25,91.3
-31.25,141.5,67.8
-31.25,141.75,44.5
-31.25,142.0,21.7
-31.25,142.25,0.0
-31.25,142.5,8.1
-31.25,142.75,20.8
-31.25,143.0,36.9
-31.25,143.25,55.5
-31.25,143.5,76.9
-31.25,143.75,99.3
-31.25,144.0,121.9
-31.25,144.25,98.3
-31.25,144.5,74.8
-31.25,144.75,51.3
-31.25,145.0,27.9
-31.25,145.25,6.0
-31.25,145.5,16.8
-31.25,145.75,39.5
-31.25,146.0,62.8
-31.25,146.25,72.0
-31.25,146.5,60.4
-31.25,146.75,56.6
-31.25,147.0,54.2
-31.25,147.25,35.7
-31.25,147.5,26.5
-31.25,147.75,35.0
-31.25,148.0,52.5
-31.25,148.25,61.0
-31.25,148.5,37.8
-31.25,148.75,15.2
-31.25,149.0,0.0
-31.25,149.25,2.9
-31.25,149.5,15.3
-31.25,149.75,31.8
-31.25,150.0,45.7
-31.25,150.25,44.8
-31.25,150.5,38.1
-31.25,150.75,43.8
-31.25,151.0,35.2
-31.25,151.25,25.0
-31.25,151.5,13.7
-31.25,151.75,7.4
-31.25,152.0,5.2
-31.25,152.25,0.0
-31.25,152.5,0.4
-31.25,152.75,2.2
-31.25,153.0,4.1
-31.25,153.25,26.4
-31.5,115.5,13.7
-31.5,115.75,3.0
-31.5,116.0,12.9
-31.5,116.25,5.5
-31.5,116.5,12.9
-31.5,116.75,30.5
-31.5,117.0,50.0
-31.5,117.25,37.0
-31.5,117.5,24.0
-31.5,117.75,8.4
-31.5,118.0,7.6
-31.5,118.25,13.6
-31.5,118.5,4.7
-31.5,118.75,5.2
-31.5,119.0,3.7
-31.5,119.25,0.0
-31.5,119.5,17.0
-31.5,119.75,0.0
-31.5,120.0,0.0
-31.5,120.25,19.1
-31.5,120.5,17.1
-31.5,120.75,17.3
-31.5,121.0,17.3
-31.5,121.25,29.1
-31.5,121.5,28.4
-31.5,121.75,30.6
-31.5,122.0,45.7
-31.5,122.25,62.4
-31.5,122.5,63.8
-31.5,122.75,57.3
-31.5,123.0,54.2
-31.5,123.25,57.2
-31.5,123.5,68.4
-31.5,123.75,84.9
-31.5,124.0,104.1
-31.5,124.25,110.3
-31.5,124.5,119.5
-31.5,124.75,112.9
-31.5,125.0,92.3
-31.5,125.25,73.5
-31.5,125.5,58.1
-31.5,125.75,49.5
-31.5,126.0,48.8
-31.5,126.25,53.7
-31.5,126.5,57.5
-31.5,126.75,67.8
-31.5,127.0,79.5
-31.5,127.25,75.4
-31.5,127.5,71.4
-31.5,127.75,74.3
-31.5,128.0,84.0
-31.5,128.25,64.8
-31.5,128.5,43.8
-31.5,128.75,23.7
-31.5,129.0,0.1
-31.5,129.25,0.0
-31.5,129.5,0.0
-31.5,129.75,0.0
-31.5,130.0,0.0
-31.5,130.25,0.0
-31.5,130.5,0.0
-31.5,130.75,0.0
-31.5,131.0,8.4
-31.5,131.25,24.7
-31.5,131.5,22.6
-31.5,131.75,16.0
-31.5,132.0,9.9
-31.5,132.25,0.0
-31.5,132.5,1.7
-31.5,132.75,7.0
-31.5,133.0,0.0
-31.5,133.25,0.0
-31.5,133.5,0.0
-31.5,133.75,0.0
-31.5,134.0,0.0
-31.5,134.25,0.0
-31.5,134.5,0.0
-31.5,134.75,0.4
-31.5,135.0,0.0
-31.5,135.25,0.2
-31.5,135.5,6.6
-31.5,135.75,0.0
-31.5,136.0,0.0
-31.5,136.25,9.0
-31.5,136.5,27.6
-31.5,136.75,50.0
-31.5,137.0,54.5
-31.5,137.25,36.1
-31.5,137.5,17.7
-31.5,137.75,0.0
-31.5,138.0,0.0
-31.5,138.25,17.1
-31.5,138.5,0.0
-31.5,138.75,5.7
-31.5,139.0,21.4
-31.5,139.25,37.6
-31.5,139.5,48.8
-31.5,139.75,40.7
-31.5,140.0,44.3
-31.5,140.25,57.2
-31.5,140.5,74.8
-31.5,140.75,95.0
-31.5,141.0,115.6
-31.5,141.25,94.5
-31.5,141.5,71.5
-31.5,141.75,49.1
-31.5,142.0,28.6
-31.5,142.25,18.3
-31.5,142.5,19.9
-31.5,142.75,36.5
-31.5,143.0,57.0
-31.5,143.25,73.5
-31.5,143.5,90.7
-31.5,143.75,110.3
-31.5,144.0,123.9
-31.5,144.25,100.9
-31.5,144.5,78.1
-31.5,144.75,55.7
-31.5,145.0,34.6
-31.5,145.25,19.8
-31.5,145.5,26.0
-31.5,145.75,44.2
-31.5,146.0,65.9
-31.5,146.25,51.5
-31.5,146.5,35.5
-31.5,146.75,28.7
-31.5,147.0,38.6
-31.5,147.25,57.0
-31.5,147.5,54.5
-31.5,147.75,53.4
-31.5,148.0,49.3
-31.5,148.25,55.8
-31.5,148.5,41.1
-31.5,148.75,21.6
-31.5,149.0,12.1
-31.5,149.25,16.5
-31.5,149.5,0.0
-31.5,149.75,20.0
-31.5,150.0,20.9
-31.5,150.25,28.9
-31.5,150.5,41.8
-31.5,150.75,23.5
-31.5,151.0,10.6
-31.5,151.25,0.8
-31.5,151.5,1.7
-31.5,151.75,7.6
-31.5,152.0,7.1
-31.5,152.25,0.4
-31.5,152.5,9.8
-31.5,152.75,6.5
-31.5,153.0,9.1
-31.75,115.5,22.7
-31.75,115.75,2.9
-31.75,116.0,5.0
-31.75,116.25,8.3
-31.75,116.5,3.6
-31.75,116.75,21.7
-31.75,117.0,40.5
-31.75,117.25,20.1
-31.75,117.5,2.8
-31.75,117.75,4.2
-31.75,118.0,2.6
-31.75,118.25,16.7
-31.75,118.5,19.0
-31.75,118.75,11.1
-31.75,119.0,2.3
-31.75,119.25,9.2
-31.75,119.5,13.3
-31.75,119.75,0.0
-31.75,120.0,0.0
-31.75,120.25,19.0
-31.75,120.5,42.5
-31.75,120.75,45.3
-31.75,121.0,45.3
-31.75,121.25,39.7
-31.75,121.5,22.7
-31.75,121.75,22.0
-31.75,122.0,38.2
-31.75,122.25,34.4
-31.75,122.5,35.9
-31.75,122.75,38.9
-31.75,123.0,50.9
-31.75,123.25,68.8
-31.75,123.5,72.5
-31.75,123.75,76.1
-31.75,124.0,86.1
-31.75,124.25,100.7
-31.75,124.5,113.2
-31.75,124.75,102.7
-31.75,125.0,81.0
-31.75,125.25,58.7
-31.75,125.5,37.7
-31.75,125.75,22.3
-31.75,126.0,20.8
-31.75,126.25,28.2
-31.75,126.5,31.5
-31.75,126.75,47.7
-31.75,127.0,51.6
-31.75,127.25,48.2
-31.75,127.5,43.5
-31.75,127.75,48.1
-31.75,128.0,61.9
-31.75,128.25,60.4
-31.75,128.5,37.0
-31.75,128.75,13.9
-31.75,129.0,6.7
-31.75,129.25,10.6
-31.75,129.5,13.5
-31.75,129.75,15.4
-31.75,130.0,18.0
-31.75,130.25,19.3
-31.75,130.5,17.6
-31.75,130.75,16.1
-31.75,131.0,21.3
-31.75,131.25,37.4
-31.75,131.5,18.8
-31.75,131.75,3.1
-31.75,132.0,1.0
-31.75,132.25,16.6
-31.75,132.5,4.7
-31.75,132.75,11.3
-31.75,133.0,0.0
-31.75,133.25,0.0
-31.75,133.5,0.0
-31.75,133.75,0.0
-31.75,134.0,0.0
-31.75,134.25,0.0
-31.75,134.5,0.0
-31.75,134.75,9.8
-31.75,135.0,4.9
-31.75,135.25,14.4
-31.75,135.5,16.5
-31.75,135.75,3.7
-31.75,136.0,0.0
-31.75,136.25,1.3
-31.75,136.5,24.5
-31.75,136.75,45.4
-31.75,137.0,46.2
-31.75,137.25,22.8
-31.75,137.5,0.0
-31.75,137.75,0.0
-31.75,138.0,12.7
-31.75,138.25,33.2
-31.75,138.5,17.3
-31.75,138.75,18.0
-31.75,139.0,31.6
-31.75,139.25,52.5
-31.75,139.5,73.6
-31.75,139.75,68.6
-31.75,140.0,70.8
-31.75,140.25,80.0
-31.75,140.5,93.7
-31.75,140.75,110.5
-31.75,141.0,125.0
-31.75,141.25,103.5
-31.75,141.5,83.1
-31.75,141.75,64.9
-31.75,142.0,51.2
-31.75,142.25,46.3
-31.75,142.5,46.9
-31.75,142.75,55.9
-31.75,143.0,71.9
-31.75,143.25,91.2
-31.75,143.5,110.0
-31.75,143.75,126.6
-31.75,144.0,114.9
-31.75,144.25,105.6
-31.75,144.5,89.3
-31.75,144.75,70.4
-31.75,145.0,55.2
-31.75,145.25,47.3
-31.75,145.5,50.2
-31.75,145.75,62.5
-31.75,146.0,59.0
-31.75,146.25,41.1
-31.75,146.5,17.8
-31.75,146.75,2.4
-31.75,147.0,24.8
-31.75,147.25,48.2
-31.75,147.5,46.7
-31.75,147.75,29.6
-31.75,148.0,21.4
-31.75,148.25,33.4
-31.75,148.5,29.4
-31.75,148.75,22.1
-31.75,149.0,33.5
-31.75,149.25,30.6
-31.75,149.5,7.2
-31.75,149.75,12.6
-31.75,150.0,0.0
-31.75,150.25,8.4
-31.75,150.5,22.7
-31.75,150.75,7.5
-31.75,151.0,11.8
-31.75,151.25,12.9
-31.75,151.5,10.0
-31.75,151.75,0.1
-31.75,152.0,2.5
-31.75,152.25,6.3
-31.75,152.5,2.3
-31.75,152.75,0.0
-31.75,153.0,18.4
-32.0,115.5,29.9
-32.0,115.75,7.0
-32.0,116.0,7.1
-32.0,116.25,11.7
-32.0,116.5,0.0
-32.0,116.75,10.6
-32.0,117.0,16.0
-32.0,117.25,22.0
-32.0,117.5,22.8
-32.0,117.75,11.0
-32.0,118.0,6.7
-32.0,118.25,9.7
-32.0,118.5,31.7
-32.0,118.75,18.1
-32.0,119.0,1.0
-32.0,119.25,9.7
-32.0,119.5,13.0
-32.0,119.75,0.0
-32.0,120.0,0.0
-32.0,120.25,18.9
-32.0,120.5,42.3
-32.0,120.75,65.7
-32.0,121.0,57.8
-32.0,121.25,34.6
-32.0,121.5,11.9
-32.0,121.75,10.4
-32.0,122.0,20.4
-32.0,122.25,6.4
-32.0,122.5,8.0
-32.0,122.75,14.5
-32.0,123.0,35.4
-32.0,123.25,44.5
-32.0,123.5,44.5
-32.0,123.75,50.1
-32.0,124.0,64.3
-32.0,124.25,82.7
-32.0,124.5,88.2
-32.0,124.75,77.7
-32.0,125.0,67.2
-32.0,125.25,53.0
-32.0,125.5,30.7
-32.0,125.75,7.9
-32.0,126.0,0.0
-32.0,126.25,0.9
